,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
3525,1,15,12,29135.38,2138.948333,10,7,21,9,21,25.0,8.04,7.0,0,1833.81,24.80698052,113,2,201.0022811,158.8379473,144.0546049
12026,2,41,3,119913.23021425544,10047.894508252528,4,2,10,1,11,12.06315244457075,6.205643926129899,3.702635666571938,1,1009.3687944478046,31.63113123614541,261,1,60.156345288996064,485.7870222914406,742.6750237922403
5223,2,30,8,19532.06,1758.671667,8,8,27,7,49,11.0,11.24,12.0,2,1817.0,37.51254646,180,2,109.8118218,195.5069287,160.5484162
2285,0,18,6,73057.16,5998.096667,4,6,32,2,24,14.0,10.0,14.0,2,2569.09,27.35083309,114,2,91.35418752,66.23215374,692.2233254
6063,6,52,10,20703.48,1829.29,3,6,2,1,8,7.0,8.57,4.0,1,965.09,32.4378681,349,0,16.25873023,202.9705576,253.6997121
8078,1,28,5,34132.87,2970.405833,4,6,4,4,7,13.0,10.89,2.0,1,187.64,37.94832352,254,1,100.0843179,378.7462154,108.21005
4654,0,31,13,35952.25,2966.020833,0,4,6,0,14,10.0,13.93,4.0,1,480.11,35.03098661,210,1,34105.0,170.6349863,405.9670971
5000,0,24,3,41037.94,3129.828333,10,8,23,7,50,20.0,4.62,6.0,0,1735.78,26.60276074,83,2,155.4082696,86.63427046,320.9402932
6710,1,35,9,61614.58,5325.548333,5,5,10,2,14,21.0,19.41,6.0,2,1047.98,34.27198824,242,2,85.88604716,185.9017777,510.7670085
11608,5,25,3,21488.060523773536,1655.8549284362268,3,3,6,3,8,9.307178823431109,2.8828756294100444,1.6535894117155547,1,511.504785203125,24.684560948222487,243,1,41.96578775430091,62.91013013378477,323.977521997775
8676,6,30,4,58337.79,4697.4825,8,6,19,2,7,3179.0,13.36,8.0,2,1322.98,36.28515017,211,2,86.26591449,128.0293914,505.4529441
5416,2,52,2,84402.42,7044.535,3,3,4,3,12,2.0,-3.83,0.0,1,969.98,27.22169347,390,1,176.0584658,465.0417369,333.3532973
475,0,45,13,19379.71,1796.975833,8,5,19,4,17,15.0,12.23,6.0,2,2010.92,27.11407062,166,2,42.10086855,91.78926788,305.8074469
2555,3,22,0,37467.18,2920.265,6,7,34,6,32,23.0,6.34,8.0,0,2607.0,25.41104256,71,2,117.3356503,180.1485338,284.5423159
8087,0,40,5,19436.28,1640.69,5,5,16,5,18,12.0,17.59,9.0,2,1819.46,37.33418766,186,2,80.27057496,30.71752965,293.0808954
7,1,43,13,18922.23,1801.8525,7,7,33,4,57,13.0,17.07,10.0,2,1328.22,27.30432815,120,2,39.59802557,224.1293555,206.4578689
6411,2,30,8,19995.55,1644.237908,6,6,29,5,22,16.0,19.26,11.0,2,1358.9,32.70240556,69,0,114.4479019,206.5176852,189.6219221
11400,0,38,0,101980.42068843452,8476.233397967258,3,3,19,5,5,18.93670678579034,12.98432667552996,5.010548869034944,2,393.8946249944691,22.139180204896995,108,2,396.6706631610193,559.9242033183708,171.02847331733562
11087,5,52,3,133916.75016655447,11093.9550788466,0,4,8,2,2,6.79568361660103,8.103167240121174,3.7956836166010297,1,779.028897584572,32.16663727620934,288,1,172.38895328589302,263.51775269786816,935.5319657348886
5546,2,18,5,34204.91,3056.409167,4,5,10,3,23,0.0,2.35,4.0,1,1319.24,28.71729864,387,1,73.3462592,367.5295765,154.765081
2426,7,52,7,85918.76,7210.896667,3,4,2,4,16,13.0,1.46,2.0,1,351.62,32.50484111,309,1,276.1133391,287.4768577,407.4994699
6744,3,14,4,9511.795,680.6495833,6,7,20,7,59,17.0,1.62,12.0,0,2344.43,34.63651975,153,0,28.82527022,78.76943845,250.4702497
11988,3,37,1,179082.68584519837,15113.826424981326,2,2,5,3,6,11.404605301575312,2.2478336190108825,3.0,1,284.54842476153357,29.955591994342274,209,1,425.76027242066414,962.5812080051427,384.74228954165005
2274,2,55,12,77469.6,6577.8,4,5,12,1,15,18.0,3.74,2.0,1,529.13,38.97373668,312,1,55.80907754,650.633127,231.3377955
9203,7,38,12,10413.6,576.8,3,6,1794,5,6,18.0,19.18,9.0,2,1098.56,24.75533201,235,2,40.71403163,18.46193697,278.5040314
1577,2,50,14,37993.12,3210.093333,1,6,1,4,15,3.0,5.57,2.0,1,537.81,25.21633195,341,1,110.3311455,74.41444675,376.2637411
7264,3,29,6,42109.41,3299.1175,7,5,34,7,31,22.0,4.26,11.0,0,2730.76,33.76066642,38,2,128.2122618,95.4576989,356.2417893
9259,6,20,9,38831.83,3328.985833,3,5,3273,2,20,2.0,7.74,0.0,1,807.04,36.0727518,193,1,63.9387265,291.3792235,247.5806333
3970,1,26,4,171379.8,14351.65,1,5,5,3,8,4.0,6.08,7.0,1,542.56,41.24783913,378,1,296.3755716,714.2439785,714.5454499
5879,0,45,1,35208.2,2919.016667,5,2,5,2,9,3.0,1.34,4.0,1,630.29,36.32938495,194,1,44.730081,32.71935512,454.4522305
10476,2,30,9,49087.675559606185,3703.905159267654,4,6,15,-54,21,34.64211066069906,11.488450745985286,6.084600789681412,2,566.6049749323813,29.907775331083297,156,2,317.91724274292056,54.77473263347871,459.61848434732093
11612,4,21,13,140078.63435047958,11450.26860718452,2,4,7,3,7,2.6866364456995457,5.198371834320911,2.8955454818998487,1,1437.2721531561897,25.449822518728126,217,1,248.81965456305758,520.5960704410963,652.4775001921843
7193,3,29,7,41587.37,3704.614167,5,1403,3,2,8,6.0,6.27,4.0,1,1353.86,26.81885307,191,1,68.53991441,139.6530454,412.2684568
3867,5,15,12,122105.64,10307.47,6,3,14,6,22,12.0,9.75,8.0,2,687.13,30.11179351,174,2,555.1684836,174.1868315,541.3916849
11720,1,48,2,18153.21450816354,1773.4801179018787,257,3,5,-55,8,9.286168384604817,0.4053657648158021,3.4284579038487957,1,844.8087038220791,33.697020707245876,215,1,23.28238142122316,111.92270698811348,309.2891863028214
6823,2,41,10,74961.78,6492.815,1,3,11,2,19,9.0,7.41,0.0,1,245.46,27.32710989,324,1,70.89350396,79.83988228,738.5481138
7548,4,44,11,31980.14,2924.011667,7,3,16,6,21,18.0,18.21,10.0,2,1902.33,35.88728071,95,2,142.7969652,163.6337555,245.970446
781,7,27,14,43755.33,3828.2775,0,4,2388,0,2,9.0,2.67,1.0,1,1282.77,39.42900044,348,1,0.0,97.20445776,545.6232922
1749,3,47,0,38391.66,2921.305,4,1,1,1,3,2.0,7.08,2.0,1,271.61,31.35274133,289,1,24.36219265,58.04876684,459.7195405
6519,4,53,12,103049.46,8408.455,4,6,6,3,23,5.0,9.46,5.0,1,849.98,38.24421987,220,1,255.2077858,572.3188697,303.3188445
5774,7,44,10,19251.265,1445.272083,0,2,10,0,2,3.0,10.51,2.0,1,222.4,30.82635394,331,0,0.0,143.9596013,290.5676071
9283,2,16,8,68197.72,5880.143333,10,6,23,9,39,24.0,19.87,11.0,0,4156.67,28.39924761,36,2,295.0360095,68.4798651,474.4984587
9369,1,30,8,13590.595,1294.549583,8,5,9,3,8,12.0,10.79,2.0,1,170.99,34.84173304,351,1,18.16813417,42.95940658,328.3274176
2324,2,25,13,7612.725,928.39375,8,5,16,6,65,25.0,6.06,10.0,0,1514.74,23.05740299,102,2,27.52282261,29.43037932,285.8861731
5055,6,45,9,10105.995,552.16625,7,8,16,7,17,19.0,3.46,8.0,0,2056.61,25.54195301,89,2,43.9800678,45.69697682,255.5395804
11895,2,29,7,113233.87280150045,9646.094927386854,3,3,8,1,16,3.716872287890032,8.220936879281451,4.304644406919982,1,809.0834524709163,36.085007302004705,249,1,85.1184280330211,180.10055629252565,939.3905084783709
1727,1,41,5,15258.95,1508.579167,3,6,1,0,1,5.0,10.06,5.0,1,1075.37,25.35176148,286,1,0.0,143.3923309,297.4655858
610,4,45,4,31230.16,2515.513333,6,5,8,2,7,11.0,2.16,7.0,1,758.88,24.23062931,337,1,28.22094355,90.29159495,383.0387948
4666,0,29,9,68667.56,5929.296667,7,6,21,3,26,9.0,15.03,7.0,2,1384.94,29.62151922,112,2,146.8274526,135.180102,550.9221121
5413,2,32,4,156429.52,12955.79333,5,3,4046,2,7,8.0,9.73,1.0,1,1178.89,34.71155114,234,1,179.1760689,1080.045607,326.3576577
8103,3,43,0,82489.92,7055.16,9,9,2309,-100,46,17.0,11.33,10.0,2,1816.7,39.35268446,122,2,199.5546872,268.3803875,487.5809254
8174,4,31,2,135883.0,11330.58333,6,7,8,1,9,10.0,11.73,2.0,2,132.78,35.65789648,280,2,109.0751641,930.7354321,373.2477371
8535,5,51,9,151160.64,12758.72,1,6,1,0,7,7.0,3.45,4.0,1,1139.22,45.2684734,270,1,0.0,359.0538995,1176.8181
3750,0,32,5,22188.45,2006.0375,1,5,3,1,24,1.0,3.87,3.0,1,1352.38,24.40302873,193,1,10.01141758,54.51407322,416.0782592
97,6,29,14,34898.52,2923.21,3,5,15,6,16,17.0,10.83,4.0,2,1552.71,27.82782475,174,2,91.84864713,78.72754751,391.7448054
6985,2,23,10,40246.16,3340.846667,4,10,18,7,30,8.0,14.17,12.0,2,1896.09,27.95687713,131,2,162.5207165,226.4377939,225.1261563
3137,2,28,14,19841.0,1756.416667,6,10,17,-100,56,22.0,18.88,8.0,0,2538.06,25.06199975,63,2,79.74213529,124.2585002,261.6410312
1537,0,18,10,136399.96,11510.66333,6,6,19,1,20,10.0,12.31,7.0,2,347.51,37.4170575,86,2,61.00673398,1020.77298,349.2866189
3648,5,45,2,63501.72,5471.81,9,8,21,2,18,18.0,8.27,13.0,0,2056.37,38.42300617,121,2,105.2386874,83.19815256,608.74416
1517,0,26,13,16945.21,1157.100833,7,7,17,2,49,27.0,3.66,6.0,0,1286.12,29.7295409,232,2,27.21188356,119.9837246,258.5144751
11639,3,46,11,127507.53735285228,10770.61599099772,4,4,1,0,5,3.1326081301805284,7.074453255094829,1.6795648781083172,1,1079.097580335158,36.766702122831774,310,1,20.89705587474357,126.50205259577578,1169.6624907839484
4624,3,29,8,38158.8,2992.9,6,8,30,8,61,16.0,29.34,7.0,0,2678.85,31.31896353,73,2,248.4396201,165.1171343,145.7332456
6566,3,29,0,49354.08,3924.84,10,10,17,8,46,25.0,29.55,7.0,0,4747.62,28.21821822,69,2,213.3981241,236.1403339,202.945542
2090,5,28,12,48181.11,3888.0925,8,8,34,4,10,14.0,13.08,9.0,2,2623.14,30.28665142,80,2,82.03861836,73.58172077,483.1889109
7097,2,46,11,30696.33,2617.0275,2,3,8,2,8,8.0,7.75,0.0,1,1428.84,22.86700937,207,1,36329.0,288.3003972,235.9541989
6171,0,18,11,8814.92,1011.576667,10,7,23,8,22,24.0,0.53,9.0,0,2079.47,29.85213278,163,2,46.30316907,26.03673336,278.8177642
7521,0,40,3,16833.105,1542.75875,5,5,4,4,7,15.0,10.99,6.0,1,35.71,34.50918808,233,1,51.70293826,84.05860101,298.5143357
572,6,36,9,16415.38,1314.948333,6,8,16,9,16,20.0,4.49,12.0,0,1644.95,28.53493162,159,2,95.15753444,56.62174938,249.7155495
11281,1,49,12,39068.65180832785,3505.295300701451,0,4,9,3,9,2.0,4.940438188659326,4.0583080133419696,1,369.52002291912703,27.327139677479327,398,1,104.49961699408752,107.84318689061897,387.6036460537682
3062,4,36,13,84292.18,7108.348333,3,1,8,2,7,4.0,0.5,4.0,1,434.36,31.9849262,403,1,77.70732093,347.4150189,545.7124935
597,3,45,4,122710.12,10368.84333,0,6,3,3,17,12.0,2.74,3.0,1,1025.92,40.92742317,323,1,154.9755045,597.5850703,564.3237585
6633,4,36,1,39944.67,3318.7225,4,3,7,1,1,0.0,8.34,1.0,1,364.95,40.79257308,195,1,22.37777689,66.65470379,492.8397693
11735,2,34,1,118114.59626114003,10036.27836268115,2,2,9,0,15,2.2695779938098433,6.685188327442306,1.8539155987619687,1,1306.6472278635301,36.688469278962195,307,1,68.54557805488515,194.88198411966533,980.2002741362603
7875,7,40,8,53869.44,4359.12,9,9,24,9,20,16.0,22.05,12.0,0,4404.08,29.01194847,115,0,253.2125633,49.93358501,372.7658517
7345,3,29,7,102215.61,8482.9675,2,5,10,1,6,5.0,15.9,3.0,1,79.67,37.68402099,362,1,60.56736079,60.9714669,966.7579223
6304,7,30,3,59018.58,4383.318042,6,5,22,8,55,18.0,24.98,7.0,0,2700.12,33.22154389,72,2,509.4786166,97.99602732,412.8438144
9997,3,38,2,57818.72,4864.226667,7,775,21,2,58,19.0,4.09,8.0,0,2348.77,40.31060932,167,2,73.70957048,132.3103042,530.402792
11751,4,34,6,33618.90349146112,2827.5505154905527,2,5,9,0,1,2.980664607587297,7.68436847390602,8.912990734142834,1,1269.374228483367,38.463437895915895,362,1,23.87874434545648,136.22904713308264,382.8406139847399
5976,0,32,7,20558.68,1899.223333,10,7,25,574,23,21.0,9.25,10.0,0,2079.91,27.55028983,193,2,85.0865172,152.1467434,242.6890727
8562,5,46,14,95460.81,7989.0675,2,5,5,3,3,4.0,3.46,7.0,1,184.44,33.75278795,334,1,201.5056401,110.2965378,737.1045721
1938,0,25,14,45472.2,3693.35,6,10,23,4,46,16.0,4.44,11.0,0,1322.15,35.45468689,120,2,111.7463466,51.48743756,456.1012158
8100,0,18,8,67917.44,5611.786667,8,7,28,6,63,13.0,14.74,16.0,2,2216.36,23.84373786,144,2,170.4184241,614.8280812,65.93216137
1753,7,45,4,31230.16,2515.513333,6,5,8,2,8,11.0,9.16,2.0,1,758.88,23.61116859,335,0,28.22094355,71.26071209,412.0696777
3670,3,30,4,58337.79,4697.4825,8,6,19,2,7,9.0,13.36,8.0,2,1322.98,28.17656404,209,2,86.26591449,103.0306154,530.4517201
10003,5,31,2,31270.950790342817,2519.759265597471,0,2,6,2,13,6.117104353817641,5.585223565996293,1.0,1,783.3067774709103,36.14162560053121,219,1,41.333738642169955,74.64151171999484,404.3789588956291
2361,6,29,9,7567.505,749.6254167,6,7,21,5,58,22.0,26.4,12.0,0,4343.3,29.53404631,133,2,25.53319096,13.18854574,296.240805
4260,3,46,5,36665.05,2911.420833,1,2,9,1,13,8.0,11.34,1.0,1,1365.41,35.13789707,298,1,15.80562653,81.74860278,443.587854
5432,0,55,14,52042.32,3780.98806,3,7,7,1,30,10.0,13.86,0.0,2,1160.3,27.39414167,264,1,389.1598077,159.1205961,464.6775367
6285,3,28,4,15709.22,1290.101667,9,7,16,9,29,19.0,4.15,8.0,0,1995.84,31.64699553,103,2,60.27511459,95.89820558,242.8368465
9810,6,28,4,15709.22,1290.101667,9,7,16,9,29,19.0,2.15,8.0,0,1995.84,36.21780087,105,2,60.27511459,63.6561989,265.0788532
11783,1,36,11,36363.858555337036,2603.793101559682,8,8,28,7,54,18.896956969342774,23.01987533047555,8.632318989780924,0,4688.04012145224,25.440160015565997,176,1,18705.8705181432,196.32235156563772,208.5843048355717
9763,6,16,14,38721.76,3104.813333,10,6,23,2,35,24.0,7.26,11.0,0,2443.51,40.63745398,216,2,41.16430259,54.99219406,454.3248367
10648,0,40,12,44941.95,3946.1625,4,6,3,1,3,7.0,5.920737457225261,7.0,1,1150.28,26.89933280655308,373,0,22.43472478,193.01314497570527,446.02868361240303
10316,3,40,8,21033.232406679435,1813.944808158566,0,3,8,-37,11,7.0,2.715521605528262,4.249340184160796,1,702.4884025436386,36.40992836682457,320,0,11.244522437178084,109.23157708793661,328.42497946286085
5591,2,41,12,42121.92,3500.16,4,5,7,3,12,3.0,11.15,0.0,1,165.17,28.73075777,194,1,89.251932,264.624352,276.139716
1171,7,53,3,81223.36,6859.613333,3,7,8,0,14,5.0,8.78,4.0,1,121.02,41.34069721,240,1,0.0,197.2631685,748.6981648
7927,0,46,14,35032.66,2853.388333,10,6,33,7,48,18.0,1.52,10.0,0,1789.0,35.76802044,133,2,150.5000973,167.590426,257.24831
10021,0,50,6,15102656.700565565,3352.0764364572797,2,5,10,3,4,12.665936815280887,10.40992753544717,67.37389214381902,0,936.6578039977029,28.00137897085423,367,1,96.00551077217744,337.7083290164036,188.16411982518204
9614,6,42,11,41975.0,3761.916667,2,7,5,0,8,1.0,5.74,0.0,1,72.24,40.67222077,299,1,0.0,46.37629248,579.8153742
11640,3,53,7,69959.62561395514,5243.422539381199,3,2,2,2,4,1.3860296936747674,6.012646359686577,776.3755655115833,1,139.2456443370259,32.328692819035446,307,1,396.03157148020426,218.03200081135947,512.9383970731938
10070,4,19,3,21481.67925684025,1749.1316294801127,3,2,4,1,4,4.977187580956549,10.984093252425609,3.9817500647652397,1,784.4555421275152,24.499483347734625,399,1,31.509795396320115,81.5360461128424,341.91294628689
11399,4,49,10,119295.55291200339,9951.848942876593,171,5,7,3,12,2.7994596078040006,0.8729546619430164,1.3197838431216002,1,460.6849112529315,28.396224107476375,356,1,222.85854739742075,818.4414565133093,233.88489037692926
874,0,35,8,20107.21,1631.600833,6,6,32,2,15,13.0,10.4,11.0,2,2544.6,32.42375888,232,2,27.1063949,66.81977465,359.2339138
2297,0,30,4,56286.51,4601.5425,7,5,15,5,33,18.0,18.59,10.0,2,2554.66,28.05121951,214,2,201.4981615,137.9996065,370.656482
11578,2,47,11,36355.676265068316,3268.1846371713714,5,3,5,3,11,7.9091752640535855,10.978925828952626,2.9091752640535855,1,1451.4814137123906,27.46863182290768,302,0,96.18835526079091,213.42695421770873,303.5701648916984
2643,3,22,8,43311.84,3879.32,60,4,9,3,14,6.0,2.78,1.0,1,951.78,35.29327213,273,0,73.54904407,390.422334,213.960622
5347,0,43,10,45408.84,3823.07,7,7,26,6,25,18.0,8.01,9.0,0,1959.01,35.14449267,132,2,19608.0,45.27190021,467.3585708
9032,1,37,3,14619.875,1058.322917,4,5,6,3,21,11.0,5.38,4.0,1,107.8,29.70399826,257,1,18.81136373,37.34838376,339.6725442
12368,1,47,8,108212.4967943385,9139.733178312741,2,1,5,3,2,1.0,5.973760515378093,1.4819225019596551,1,662.5525263750061,34.85224973500758,326,1,252.29186913479674,277.7983317246376,633.8831169236475
581,3,21,12,125508.36,10559.03,2,3,5,4,7,8.0,3.57,3.0,1,505.14,29.3709951,392,1,305.302835,905.9374723,124.6626926
204,0,21,14,81998.84,6900.236667,7,6,28,6,30,14.0,30.08,12.0,0,3520.62,25.31830309,19,0,260.5708369,650.79466,58.65816977
7896,6,42,2,38643.04,3506.253333,2,3,10,3,3,10.0,7.58,4.0,1,581.74,26.37322784,333,1,82.85931789,130.7978647,396.9681508
2014,0,29,0,80918.14,6444.178333,2,5,8,4,11,5.0,1.32,1.0,1,216.05,34.00067932,376,1,192.7597872,139.156259,552.5017871
905,0,38,6,59893.26,5052.105,6,3,9,1,16,19.0,2.89,2.0,1,1457.41,29.57621518,256,1,40.78819746,262.9465126,491.4757899
631,6,35,7,14802.98,1065.581667,8,1343,1,0,15,18.0,1.57,1.0,1,411.39,32.92617762,280,1,0.0,85.55974572,300.9984209
8461,3,52,11,38104.04,3399.336667,5,4,7,-100,3,4.0,4.62,0.0,1,735.58,36.36286798,197,1,62.90314247,170.9747563,396.0557679
10373,5,21,1,19436.305,1849.692083,4,2,8,4,0,5.689402661313579,0.1058960080296304,2.0,1,244.27,35.94008526211804,306,1,32.44539433,65.63891382829412,349.2143802579715
1974,5,32,1,66979.76,5398.646667,6,10,21,2,32,16.0,0.78,12.0,0,1966.61,23.12839718,135,0,96.2655719,300.6838256,402.9152692
162,5,42,11,69035.64,5691.97,8,9,30,7,51,24.0,1.32,9.0,0,1931.25,30.93455605,121,2,352.9809971,97.41554707,368.8004558
4998,0,41,10,19006.52,1551.876667,7,6,15,5,41,19.0,5.69,11.0,0,2930.71,24.04130632,19,2,48.95753866,80.47674541,305.7533826
10263,4,55,12,114997.0721267813,9552.191724845827,2,3,8,3,17,7.710238094738447,5.076951666537258,5.54204761894769,1,724.0402160726015,37.854125986656264,279,1,238.77745055262307,698.5689036642752,286.3074611870254
9557,2,45,4,24282.15,1875.5125,4,6,6,0,29,16.0,4.92,0.0,1,923.75,26.15752197,386,1,0.0,43.85579022,393.6954598
4713,4,33,12,99668.76,8510.73,7,4,20,6,26,14.0,8.1,4.0,2,108.67,28.15232441,215,2,292.2634821,324.6334283,484.1760896
9067,6,43,11,15469.21,1156.100833,10,9,31,4,54,18.0,10.38,12.0,0,1820.35,32.98342883,114,0,38.6767959,61.69254738,305.2407401
1431,6,41,5,56213.84,4955.486667,6,7,26,5,58,19.0,8.77,14.0,0,3626.94,29.77358879,51,2,120.1594333,553.6401056,111.7491277
6868,1,18,7,112815.48,9450.29,1,3,11,4,17,5.0,11.11,3.0,1,780.81,34.73437881,215,1,74263.0,736.1535389,289.2865802
11368,1,28,7,117047.70750381552,9672.475029519961,4,1,5,1,11,3.0,7.818183355981693,2.618047280583353,1,1362.8709939855892,25.917536452317496,317,1,90.53753010281775,749.6789343856301,407.0310385163604
7710,2,28,7,28901.07,2145.4225,4,2,9,0,15,6.0,10.06,2.0,1,996.22,35.45483008,255,1,0.0,111.3687796,393.1734704
7736,4,19,9,56183.79,4597.9825,6,9,22,6,52,17.0,4.22,10.0,2,2236.8,32.61619014,88,2,213.3113994,466.6221894,69.8646612
4283,0,37,10,17983.02,1522.585,5,6,9,4,14,4.0,4.92,5.0,1,393.89,33.78892704,274,1,36.67945595,162.3904369,243.1886071
7531,4,21,14,69078.64,5712.553333,9,5,30,2,60,16.0,26.9,12.0,2,2329.02,36.99956203,227,2,98.40358588,404.0227848,358.8289626
9912,1,44,1,29894.7,2570.225,4,3,19,-100,20,15.0,10.33,6.0,2,1049.2,25.28157268,161,2,95.87008851,29.85333864,371.2990728
3384,2,24,1,114695.44,9612.953333,2,7,4,4,18,5.0,4.98,1.0,1,1016.14,34.24025864,345,1,350.7441879,195.8781331,654.6730124
11910,4,50,6,140390.32,11888.19333,5,2,4,3,5,0.0,4.67,2.0,1,1423.23,32.15773806812968,369,0,182.1604238,667.9136377462066,611.1576198170799
11878,1,47,3,34215.87833636922,2776.616218332405,3,1,8,1,11,3.4454382687411482,13.431134158506357,2.0,1,1083.5879681918873,28.480453190772344,327,1,26.641138104681453,236.69596958471837,290.5427610061855
10371,6,41,2,60917.675672030375,5306.044102215753,1,1,7,3,5,2.8860471396967906,14.44722308372308,2.177209427939358,1,459.55837456918084,30.5739265157347,244,1,94.73222784435657,86.55154272950361,590.2066868418422
7462,0,33,6,16310.21,1565.184167,6,6,29,7,38,11.0,19.08,6.0,2,1306.23,30.36345098,185,2,85.5140287,124.8565552,226.1478328
3331,4,51,9,36549.68,3074.806667,0,5,12,0,15,9.0,4.58,4.0,1,1051.86,32.11097539,275,1,3743.0,62.00337259,485.4772941
6404,7,25,11,48706.59,4170.8825,10,7,34,4,28,17.0,25.63,8.0,2,2630.08,35.60969729,198,0,120.8252949,365.9164728,210.3464822
8895,5,29,12,17642.275,1761.189583,0,7,9,4,19,9.0,0.64,1.0,1,626.73,37.04019672,327,0,55.418583,36.36202115,344.3383542
2096,2,31,6,63022.2,5196.85,10,10,30,9,49,14.0,9.67,12.0,0,2955.49,24.96469054,70,2,291.4530052,115.5231149,362.7088798
10448,1,53,1,29030.169656741484,2283.3709415162934,4,3,5,3,0,0.43251142075706106,2.9145936072405365,5.7837442896214695,1,1253.9988548081758,26.647053367035817,216,1,69.62950955332403,69.36505690217757,340.42380629045147
7999,4,17,11,72817.88,6364.156667,7,4,18,1,22,21.0,18.86,8.0,2,717.37,30.50426384,215,2,46.55610532,54.85300116,775.0065602
5017,5,17,11,72817.88,6364.156667,7,4,18,1,22,18.0,20.86,5.0,2,717.37,25.78716576,214,2,46.55610532,366.5233311,503.3362303
8738,2,18,2,42803.1,3628.925,5,7,22,4,27,20.0,18.93,11.0,2,2394.23,34.02485798,208,2,45529.0,70.51883095,468.5858897
1449,7,21,0,31069.32,2361.11,2,3,12,2,14,2.0,4.78,7.0,1,343.6,38.81479471,231,1,34.16860445,34.74442449,417.1979711
6900,6,25,5,14539.01,1077.584167,8,8,18,7,36,25.0,6.16,8.0,0,2685.69,30.45066342,145,2,49.32087345,70.92294676,267.5145965
2610,3,19,11,14840.5,1501.708333,9,8,25,9,16,22.0,22.07,6.0,0,2685.41,33.02004769,140,2,84.42084263,158.0278729,197.7221178
1900,3,25,2,15476.64,1174.72,0,4,1,3,14,10.0,11.57,1.0,1,1285.01,25.19734859,281,1,35.68135813,48.39890779,303.3917341
8186,4,27,10,50600.01,3923.6675,8,8,18,2,25,19.0,5.4,15.0,0,1691.6,36.50435313,155,2,51.02564797,251.6515746,349.6895274
3920,6,26,9,77418.52,6450.543333,1696,9,20,7,34,18.0,17.05,6.0,0,3962.08,31.32632678,138,2,339.0310323,398.4666506,177.5566505
2757,3,24,6,7912.495,521.3745833,9,8,29,6,44,20.0,14.69,11.0,2,1494.52,31.63962486,128,2,38.29340912,49.42408745,254.4199618
6397,5,51,13,30961.62,2283.135,5,7,11,0,10,9.0,6.52,1.0,1,1304.15,37.18450986,312,1,0.0,79.47258562,438.8409144
10786,3,29,6,14681.128164624644,1225.7362885392097,2,1,6,0,12,7.649496327066921,2.6286162344306803,2.385858192266594,1,1241.489664675474,34.88832438798806,263,1,31.502581323079568,91.32877055294998,318.9708681973571
2097,7,40,9,36446.26,2923.188333,4,5,8,-100,15,9.0,11.67,0.0,1,334.38,36.54960788,204,1,0.0,199.9650012,382.3538321
8329,1,38,2,35435.81,2889.628582,3,1,10,4,14,11.0,4.5,6.0,1,1457.03,26.85925178,244,0,265.3379078,372.7260206,120.5900725
11763,3,39,2,29275.959748815407,2516.1310738629836,4,3,6,2,13,12.662452651483388,5.196991181328299,3.5828065814354235,1,173.41298348725724,37.57595068526679,209,0,34.2482580092737,116.07581014745287,362.9451708699996
5624,3,19,2,32414.96,2826.246667,6,5,15,6,34,13.0,9.06,11.0,0,2129.39,25.30617976,165,2,81.55170275,194.7160305,296.3569334
9028,0,39,0,17153.69,1206.474167,6,8,22,3,58,22.0,11.78,11.0,0,1757.24,34.20806121,230,2,38.06332208,87.22145317,275.3626414
3471,6,16,5,10179.645,556.30375,8,7,21,2,19,19.0,13.47,9.0,2,1762.12,32.13655789,88,0,11.06016285,55.76767259,268.8025396
8266,1,25,0,39910.48,3529.873333,1,7,2,1,22,4.0,3.9,5.0,1,1072.94,27.74710582,264,1,31.77951264,144.662712,426.5451087
2171,7,31,7,7369.03,421.0858333,8,5,24,2,38,16.0,2.72,10.0,0,1643.49,28.69559858,210,2,10.73241122,37.53267878,283.8434933
11796,4,42,5,43133.62420594835,3631.190550154624,3,2,6,1,8,2.806946756700836,3.847447589113137,3.386106486598328,1,1083.8339109200915,37.3845075324193,354,0,37.59288398694301,128.24723888369383,447.27893209312657
12125,1,43,12,34911.878848227454,3012.7979541924883,5,4,14,0,14,6.403371093949087,5.595303672070106,1.432771484341819,1,378.48505815429877,28.452010132901297,344,0,11.654905707777674,173.70885533657994,388.8991789527507
8590,1,36,7,22312.07,2013.339167,-1,3,4,3,9,8.0,9.04,3.0,1,51.37,30.05921059,286,1,32.89118637,23.0030935,395.4396368
2010,7,15,12,29135.38,2138.948333,10,7,21,9,17,23.0,8.04,7.0,0,1833.81,30.61512977,110,2,201.0022811,47.67637233,205.2161799
12189,4,-98,13,113129.26482853624,9245.228883923319,3,3,9,1,6,3.472615461299359,7.349483057368663,3.8184613467516026,1,1097.1235235252052,30.857704053680933,252,1,90.83430135693081,555.3776148865371,560.6740494782717
1283,2,31,6,147996.72,12395.06,2,4,6,3,5,9.0,3.19,2.0,1,248.16,27.66909311,280,1,197.1329512,175.3358249,1107.037224
