ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
88806,June,27,Media_Manager,15155.01,,8,9,21,7,21,22,8.7,9,Bad,2525.42,32.8876067,196,Yes,62.89111952,191.0898497,183.4107807,Poor
88809,January,38,Manager,16533.7,1095.808333,7,6,33,7,30,19,28.15,,Bad,3707.41,25.28633885,87,Yes,78.55521573,48.89250624,272.1331114,Poor
88812,April,38,Manager,16533.7,,7,6,33,-100,33,22,28.15,9,Bad,3707.41,25.78490851,90,Yes,78.55521573,24.57079793,266.4548197,Poor
88814,June,39,Manager,16533.7,1095.808333,7,6,33,7,33,19,28.15,9,Bad,3707.41,34.76185424,92,Yes,78.55521573,,269.7921991,Poor
88817,January,-500,Mechanic,132427.86,,1,5,5,2,6,3,2.85,2,Good,1331.57,30.63982375,369,No,164.6105099,1252.649054,,Good
88834,February,31,Lawyer,16905.13,1467.760833,10,7,16,6,53,17,17.22,11,Bad,4583.25,28.05753192,57,Yes,49.61401916,,315.3609199,Poor
88836,April,31,Lawyer,16905.13,,10,821,16,6,49,17,17.22,11,Bad,4583.25,32.04909922,59,Yes,49.61401916,68.55626347,318.6058007,Poor
88840,August,32,Lawyer,16905.13,1467.760833,10,7,16,6,49,18,17.22,14,Bad,4583.25,38.60323224,63,Yes,49.61401916,122.0820827,265.0799815,Poor
88843,March,34,Scientist,12249.125,870.7604167,3,5,12,4,16,,9.4,2,Good,1367.83,34.91701438,226,No,23.06263798,71.49103847,272.5223652,Good
88844,April,34,_______,12249.125,870.7604167,3,5,12,4,16,17,2.4,2,Good,1367.83,21.94521161,227,No,23.06263798,80.07324667,273.940157,Good
88847,July,34,Scientist,12249.125,870.7604167,3,5,12,4,16,15,9.4,2,Good,1367.83,30.79278541,230,No,23.06263798,116.3130351,237.7003685,Good
88862,June,29,Engineer,17538.28,1307.523333,8,5,32,7,51,23,16.49,8,Bad,3649.96,31.01665786,48,Yes,95.21764467,150.2475255,175.2871632,Poor
88863,July,29,Engineer,17538.28,1307.523333,8,5,32,7,46,21,22.49,8,Bad,3649.96,32.07470637,49,Yes,95.21764467,81.14904003,244.3856486,Poor
88866,February,26,Teacher,59649.39,,10,7,28,6,34,23,18.83,8,Bad,4291.3,38.53786636,114,Yes,164.6636774,155.9491945,437.6653781,Poor
88923,March,40,Musician,14422.22,,9,6,27,2,48,23,3.35,8,Bad,1325.68,38.10617096,213,Yes,21.00548259,45.30751637,305.0721677,Poor
88953,January,24,Lawyer,71875.28,5758.606667,4,5,30,2,12,17,11.27,6,Standard,2140.35,28.1311674,185,Yes,106.0632159,79.51249599,640.2849548,Poor
88954,February,25,_______,71875.28,5758.606667,4,5,30,2,17,16,11.27,6,Standard,2140.35,38.93226774,186,Yes,106.0632159,408.8932023,340.9042485,Poor
88956,April,25,Lawyer,71875.28,5758.606667,4,5,30,2,15,16,11.27,6,Standard,2140.35,27.14344048,188,Yes,106.0632159,104.1217855,625.6756653,Poor
88958,June,25,Lawyer,71875.28,5758.606667,4,5,30,2,15,17,11.27,6,Standard,2140.35,26.01754,190,Yes,106.0632159,283.5289391,456.2685116,Poor
88959,July,25,Lawyer,71875.28,5758.606667,4,5,30,2,15,11,9.27,6,Standard,2140.35,28.03546662,191,Yes,106.0632159,535.7914422,224.0060086,Poor
88960,August,25,Lawyer,71875.28,5758.606667,4,5,30,-100,20,14,11.27,6,Standard,2140.35,34.2713334,192,Yes,106.0632159,507.2621459,252.5353048,Poor
88961,January,44,_______,54904.1,,7,7,7,635,8,18,3.81,1,Good,737.62,37.14156871,279,No,62.19530679,,569.664875,Good
88967,July,44,Writer,54904.1,4839.341667,7,7,7,2,12,15,3.81,2,Good,737.62,40.44777136,285,No,62.19530679,102.893199,558.8456609,Good
88969,January,34,Media_Manager,14956.12,1235.343333,2,6,1,2,25,2,9.17,2179,Good,851.44,32.24429896,218,No,17.7391272,,316.4512369,Poor
88971,March,34,Media_Manager,14956.12,1235.343333,2,6,1,2,33,0,9.17,2,Good,851.44,32.00068592,220,No,17.7391272,44.65077591,351.1444302,Poor
88972,April,34,Media_Manager,14956.12,1235.343333,2,6,1,2,30,3,13.17,2,Good,851.44,24.78003069,221,No,17.7391272,138.661335,257.1338711,Poor
88975,July,34,Media_Manager,14956.12,1235.343333,2,6,1,2,30,2,9.17,2,Good,851.44,26.42479171,224,No,17.7391272,41.18035782,344.6148483,Poor
88976,August,34,Media_Manager,14956.12,1235.343333,2,6,1,2,30,6,9.17,2,Good,851.44,36.04211009,225,No,17.7391272,44.23475295,351.5604532,Poor
88984,August,32,Mechanic,36943.76,3081.883854,3,5,8,3,0,5,10.35,3,Good,1123,35.43020442,252,No,162.356544,47.00959853,443.1613373,Good
89026,February,25,Doctor,107242.64,8979.886667,5,3,6,1,14,12,11.66,3,Good,258.85,41.59020892,387,No,73.53336066,347.7905626,726.6647434,Good
89027,March,25,Doctor,107242.64,8979.886667,5,3,6,1,14,9,11.66,3,Good,258.85,36.7647776,388,No,73.53336066,97.17069757,967.2846084,Good
89028,April,25,Doctor,107242.64,8979.886667,5,3,6,1,14,12,11.66,2518,Good,258.85,33.30406872,389,No,73.53336066,181.0588644,883.3964416,Good
89029,May,25,Doctor,107242.64,8979.886667,5,3,6,1,12,12,11.66,3,Good,258.85,40.45846196,390,No,73.53336066,265.2290096,829.2262964,Good
89030,June,25,Doctor,107242.64,8979.886667,4,2,6,1,19,,11.66,3,Good,258.85,22.31394613,391,No,73.53336066,1001.883109,112.5721971,Good
89033,January,14,Developer,10445.48,,8,10,32,7,28,21,8.2,8,Bad,1744.07,22.64866922,170,Yes,56.97684867,46.84468031,241.8241377,Poor
89035,March,14,Developer,10445.48,656.4566667,8,10,32,7,28,22,8.2,8,Bad,1744.07,29.61900398,172,Yes,56.97684867,25.2786227,243.3901953,Poor
89036,April,14,Developer,10445.48,656.4566667,8,10,32,7,28,22,8.2,8,Bad,1744.07,38.00529319,173,Yes,56.97684867,72.44647964,226.2223384,Poor
89041,January,24,Writer,141873.52,11869.79333,3,7,11,4,26,10,11.64,0,Good,803.61,41.23650208,316,No,465.7692341,206.5225256,764.6875736,Poor
89042,February,24,Writer,141873.52,11869.79333,3,7,11,4,26,11,11.64,0,Good,803.61,38.68084834,317,No,465.7692341,617.1140813,394.0960178,Poor
89043,March,24,Writer,141873.52,11869.79333,3,7,11,4,26,9,11.64,4,Good,803.61,37.75457372,318,No,53317,538.6097681,462.6003311,Poor
89044,April,25,Writer,141873.52,11869.79333,3,7,11,4,22,9,11.64,4,Good,803.61,32.40030742,319,No,465.7692341,592.7314512,408.478648,Poor
89049,January,28,Musician,10034.725,939.2270833,9,5,20,5,21,22,5.61,12,Bad,3498.63,28.73679046,112,Yes,22.96083536,86.38755018,274.5743228,Poor
89053,May,29,Musician,10034.725,939.2270833,9,5,20,5,24,22,5.61,13,Bad,3498.63,29.75671231,116,Yes,22.96083536,59.59970256,281.3621704,Poor
89054,June,29,Musician,10034.725,939.2270833,9,5,20,5,24,24,5.61,13,Bad,3498.63,24.15599976,117,NM,22.96083536,46.04566372,314.9162093,Poor
89055,July,29,Musician,10034.725,939.2270833,9,5,20,5,24,24,5.61,13,Bad,3498.63,34.85035156,118,Yes,22.96083536,44.06628529,316.8955877,Poor
89056,August,29,Musician,17872695,,9,5,20,5,29,22,9.61,13,Bad,3498.63,31.26532865,119,Yes,22.96083536,57.01275655,303.9491164,Poor
89068,April,678,Mechanic,40671.27,3476.2725,2,5,9,3,6,3,5.21,2,Good,467.7,25.96273014,324,No,92.71316837,73.00120877,431.9128729,Good
89071,July,50,Mechanic,40671.27,3476.2725,2,5,9,3,6,2,5.21,2,Good,467.7,32.43534544,327,No,92.71316837,196.5120694,338.4020123,Good
89073,January,39,Accountant,37107.79,3114.315833,3,4,4,0,30,,9.39,2,Good,86.55,36.9950903,339,NM,0,90.94129798,470.4902854,Poor
89077,May,39,Accountant,37107.79,3114.315833,3,4,4,0,30,4,10.39,2,Good,86.55,28.13413395,343,No,0,101.6504095,459.7811738,Poor
89078,June,39,Accountant,37107.79,3114.315833,3,1420,4,0,33,4,10.39,6,Good,86.55,39.12402073,344,No,0,50.61989773,510.8116856,Poor
89079,July,39,Accountant,37107.79,3114.315833,3,4,4,0,30,4,10.39,6,Good,86.55,31.32299674,345,No,0,410.6536299,190.7779534,Poor
89080,August,39,Accountant,37107.79,3114.315833,3,75,4,0,30,2,10.39,6,Good,86.55,38.65337341,346,No,0,156.5144548,414.9171286,Poor
89081,January,17,Writer,32144.54,2950.711667,9,7,32,8,29,20,27.29,6,Bad,3360.92,32.2659727,79,Yes,166.0906529,,309.4561368,Poor
89082,February,17,Writer,32144.54,2950.711667,9,7,32,8,23,,27.29,6,Bad,3360.92,35.48302721,80,Yes,166.0906529,153.5316467,265.4488671,Poor
89083,March,17,Writer,32144.54,2950.711667,9,7,32,8,28,22,27.29,6,Bad,3360.92,33.80224194,81,Yes,166.0906529,105.0123936,313.9681202,Poor
89092,April,51,Lawyer,35572.08,2683.34,2,6,7,4,10,12,7.97,3,Good,1078.33,36.30935025,193,No,118.1398956,195.0762573,245.117847,Poor
89105,January,38,Writer,59227.68,4790.64,10,5,3852,2,45,21,13.7,11,Standard,1277.25,34.18939971,127,Yes,91.59134101,51.72143689,585.7512221,Poor
89109,May,38,Writer,59227.68,4790.64,10,5,26,2,45,18,13.7,11,Standard,1277.25,30.48838215,131,NM,91.59134101,361.4326127,296.0400463,Poor
89110,June,38,Writer,59227.68,4790.64,10,5,26,2,45,18,13.7,11,Standard,1277.25,36.23919424,132,Yes,33563,129.389815,508.082844,Poor
89112,August,38,Writer,59227.68,4790.64,10,5,26,2,45,18,13.7,14,Standard,1277.25,24.14488756,134,Yes,91.59134101,101.9360043,545.5366546,Poor
89119,July,50,Doctor,23414.76,,3,7,7,2,8,15,2.52,0,Standard,370.32,27.26225474,237,Yes,28.83160967,26.53381495,380.7575754,Good
89120,August,51,Doctor,23414.76,1961.23,3,7,7,2,8,,2.52,0,Standard,370.32,29.22693518,238,Yes,28.83160967,169.2596867,268.0317036,Good
89132,April,40,_______,16367.605,1221.967083,5,7,9,4,2,3,10.06,1,Good,996.4,31.10130135,394,No,50.19275241,80.39876098,271.6051949,Poor
89135,July,40,Writer,16367.605,1221.967083,5,7,9,4,2,3,10.06,1,Good,996.4,26.48203881,397,No,50.19275241,63.04428019,298.9596757,Poor
89136,August,40,Writer,16367.605,,5,7,9,4,2,6,10.06,1,Good,996.4,33.43309703,398,No,50.19275241,88.92109355,273.0828624,Poor
89156,April,47,Architect,46449.98,4081.831667,3,5,18,3,25,18,3.5,4,Standard,1164.35,30.31097336,395,NM,95.96768768,50.46435506,501.7511239,Good
89157,May,47,Architect,46449.98,4081.831667,3,5,18,3,27,18,3.5,4,Standard,1164.35,39.5279611,396,No,95.96768768,130.6161726,431.5993064,Good
89160,August,48,Architect,46449.98,4081.831667,3,5,18,3,25,18,3.5,7,Standard,1164.35,31.21787166,399,No,95.96768768,197.5595309,374.6559481,Good
89166,June,37,Lawyer,140947.8,11496.65,5,7,5,2,14,18,8.08,9,Standard,1348.57,28.64762479,231,Yes,224.2138181,1146.537894,68.91328768,Good
89171,March,29,Lawyer,40113.08,3086.756667,3,7,1,-100,-2,0,5.88,5,Good,25.78,34.80727526,244,NM,76.33532872,189.4368082,332.9035297,Good
89172,April,29,Lawyer,40113.08,3086.756667,3,7,1,-100,0,0,5.88,5,Good,25.78,32.21586489,245,No,76.33532872,96.30324072,416.0370972,Good
89173,May,30,Lawyer,40113.08,3086.756667,3,7,1,4,1,-2,5.88,5,Good,25.78,32.45039131,246,No,76.33532872,114.2374166,368.1029213,Good
89177,January,22,Engineer,43457.34,3666.445,6,5,31,-100,60,18,8.24,11,Bad,1356.89,32.04807526,215,Yes,124.9314763,43.81543553,437.8975881,Poor
89178,February,22,Engineer,43457.34,3666.445,6,5,31,4,53,17,8.24,11,Bad,1356.89,37.36392112,216,Yes,124.9314763,142.2354289,349.4775947,Poor
89179,March,22,Engineer,43457.34,,6,5,31,4,57,18,6.24,11,Bad,1356.89,30.68961717,217,Yes,124.9314763,330.627284,181.0857397,Poor
89186,February,46,Teacher,39379.07,3428.589167,2,1,8,0,16,11,6.65,4,Good,711.58,40.90995349,330,No,0,188.2584499,444.6004667,Good
89190,June,47,Teacher,39379.07,3428.589167,2,1,8,0,13,11,6.65,9,Good,711.58,23.36276506,334,No,0,429.1221591,203.7367576,Good
89191,July,47,Teacher,39379.07,3428.589167,2,1,8,0,16,11,6.65,9,Good,711.58,40.20687866,335,No,0,127.3258125,465.5331042,Good
89192,August,47,Teacher,39379.07,,2,1,8,0,11,,6.65,9,Good,711.58,39.48288426,336,No,0,132.9956052,459.8633115,Good
89204,April,42,Writer,69984.72,5570.06,6,5,12,3,28,10,12.01,6,Standard,906.31,33.30619026,220,Yes,155.0776141,294.5293844,377.3990014,Good
89205,May,42,Writer,69984.72,5570.06,6,5,12,3,28,11,14.01,6,Standard,906.31,35.0047136,221,Yes,155.0776141,262.7264571,399.2019288,Good
89206,June,42,Writer,69984.72,5570.06,1165,5,12,3,28,10,12.01,6,Standard,906.31,29.34616995,222,Yes,155.0776141,394.2804228,277.647963,Good
89207,July,42,Writer,69984.72,5570.06,6,5,12,3,28,13,12.01,6,Standard,906.31,34.48358435,223,Yes,155.0776141,432.4860156,249.4423703,Good
89209,January,18,_______,77380.48,6618.373333,5,2,8,0,0,1,2.2,1,Good,486.34,37.10251773,236,No,0,514.9695246,426.8678087,Good
89210,February,18,Architect,77380.48,6618.373333,5,2,8,0,0,-2,2.2,1,Good,486.34,21.87569015,237,No,0,748.0737109,203.7636224,Good
89212,April,18,Architect,77380.48,6618.373333,5,2,8,0,4,0,2.2,1,Good,486.34,26.01998053,239,No,0,585.7421064,356.0952269,Good
89213,May,18,Architect,77380.48,6618.373333,5,2,8,0,0,0,2.2,1,Good,486.34,29.08289475,240,No,0,126.1064434,795.7308899,Good
89215,July,18,Architect,77380.48,,5,2,8,0,-4,3,7.2,1,Good,486.34,25.91937957,242,No,388.5542618,491.5059732,450.3313601,Good
89225,January,34,Teacher,85742.82,7111.235,2,2,1,-100,0,2,4.74,4,Good,1253.52,26.78857075,203,No,109.3624773,131.3386078,710.4224149,Good
89226,February,35,_______,85742.82,7111.235,2,2,1,2,0,2,2.74,5,Good,1253.52,33.74545051,204,No,109.3624773,683.6864078,208.0746149,Good
89227,March,35,Teacher,85742.82,7111.235,2,2,1,2,0,0,4.74,5,Good,1253.52,25.19701492,205,No,109.3624773,648.2165961,233.5444267,Good
89230,June,35,Teacher,85742.82,6400.101773,2,2,1,2,0,2,4.74,5,Good,1253.52,28.7338564,208,No,820.4957046,,166.6298927,Good
89249,January,25,Entrepreneur,58089.39,4835.7825,8,6,25,7,24,23,17.55,,Bad,2504.72,36.18402693,13,NM,311.9848218,636.3704175,,Poor
89253,May,25,Entrepreneur,58089.39,4835.7825,8,6,25,7,24,22,17.55,2262,Bad,2504.72,30.57668407,17,NM,311.9848218,61.91332877,359.6800995,Poor
89258,February,14,Scientist,28675.48,2154.623333,7,9,32,6,49,23,2.64,10,Bad,2360.5,30.47359158,183,Yes,81.710746,37.57240888,346.1791784,Poor
89259,March,14,Scientist,28675.48,,7,9,32,6,49,27,2.64,13,Bad,2360.5,37.91644034,184,NM,81.710746,169.2906405,254.4609468,Poor
89260,April,14,Scientist,28675.48,2154.623333,7,9,32,6,47,24,2.64,13,Bad,2360.5,23.83914911,185,Yes,81.710746,49.13839179,344.6131955,Poor
89265,January,14,Engineer,31563.9,2808.325,10,10,19,5,29,21,8.44,8,Bad,2241.78,41.35368044,159,Yes,99.52324977,81.90030553,349.4089447,Poor
89266,February,14,Engineer,31563.9,2808.325,10,10,19,5,24,19,8.44,8,Bad,2241.78,35.09689541,160,Yes,99.52324977,178.8140184,292.4952318,Poor
89273,January,19,Developer,31819.53,2414.6275,3,111,6,0,10,9,0.67,4,Good,529.01,23.72343413,373,No,0,234.0798392,297.3829108,Good
89274,February,19,Developer,31819.53,2414.6275,3,3,6,0,8,926,2.67,4,Good,529.01,31.02233059,374,No,0,187.5281504,323.9345996,Good
89275,March,19,Developer,31819.53,2414.6275,3,3,6,0,10,12,7.67,4,Good,529.01,29.03548702,375,No,0,108.1187352,393.3440148,Good
89278,June,20,Developer,31819.53,2414.6275,3,3,6,0,10,,2.67,4,Good,529.01,40.94082625,378,NM,0,106.3935298,405.0692202,Good
89284,April,29,Architect,54284.94,4673.745,7,8,30,7,48,26,28.63,11,Bad,4237.27,25.18034231,62,NM,190.6419746,73.85053215,452.8819932,Poor
89285,May,29,Architect,54284.94,4673.745,7,8,30,7,43,24,28.63,11,Bad,4237.27,38.45159221,63,Yes,190.6419746,465.7182419,101.0142834,Poor
89288,August,29,Architect,54284.94,4673.745,7,8,30,7,44,24,28.63,11,Bad,4237.27,30.53635649,66,Yes,190.6419746,501.3298434,65.40268198,Poor
89293,May,52,Accountant,45749.06,3600.421667,6,5,13,4,26,8,5.74,3,Standard,443.19,33.74377816,277,Yes,110.2543173,480.9771086,58.81074078,Good
89295,July,53,Accountant,45749.06,3405.417951,6,5,13,4,24,11,5.74,3,Standard,443.19,34.42022971,279,Yes,305.2580327,280.0439622,239.7438872,Good
89306,February,32,Developer,144469.36,11835.11333,0,4,5,1,19,0,3.52,4,Good,361.73,44.91972897,390,No,95.04860774,139.127322,1199.335404,Poor
89316,April,16,Manager,56062.22,4680.851667,4,4,8,6,28,13,19.4,7,Standard,186.61,27.56113183,211,Yes,175.6312767,526.4399375,56.01395245,Poor
89317,May,16,Manager,56062.22,4680.851667,4,4,8,6,28,11,19.4,7,Standard,186.61,38.51810156,212,Yes,175.6312767,252.6114316,319.8424583,Poor
89320,August,16,Manager,56062.22,4680.851667,4,4,8,6,28,14,25.4,7,Standard,186.61,31.25217431,215,NM,175.6312767,119.0969993,423.3568906,Poor
89324,April,31,Doctor,101821.72,,5,6,18,5,30,12,17.55,5,Standard,561.21,24.71718745,210,Yes,257.8392418,522.862023,339.4130686,Good
89344,August,26,Developer,9115.47,,10,7,23,9,60,20,20.41,11,Bad,2551.74,36.9004195,29,Yes,63.32264363,81.02122258,210.4183838,Poor
89348,April,32,Writer,35908.74,3149.395,4,4,10,2,6,17,9.08,5,Standard,613.93,29.49598968,83,Yes,53.98229466,383.731038,167.2261673,Poor
89350,June,33,Writer,35908.74,3149.395,4,4,10,2,6,17,9.08,5,Standard,613.93,23.8972628,85,Yes,53.98229466,192.2644802,358.6927252,Poor
89351,July,33,Writer,35908.74,,4,4,10,2,6,17,9.08,5,Standard,613.93,24.67509587,86,Yes,53.98229466,407.0529333,143.9042721,Poor
89354,February,37,Accountant,40276.27,,5,4,12,3,28,8,9.02,9,Good,786.37,29.41846165,262,No,54.11635686,117.9286505,416.090576,Poor
89368,August,37,Developer,19998.6,1566.55,6,7,15,0,18,12,1.34,3,Standard,838.71,35.76515478,268,No,0,192.3777301,254.2772699,Poor
89377,January,50,Scientist,42150.69,,3,3,6,1,3,11,7.87,2,Good,1013.95,29.22719256,370,No,33.36675674,116.1762315,446.4127618,Poor
89379,March,50,Scientist,42150.69,3359.5575,3,3,6,1,4,11,10.87,4,Good,1013.95,40.08427787,372,No,33.36675674,74.98493627,467.604057,Poor
89381,May,50,Scientist,42150.69,3359.5575,3,3,6,1,4,8,13.87,4,Good,1013.95,26.40185575,374,No,33.36675674,188.1284304,404.4605628,Poor
89382,June,50,Scientist,42150.69,3359.5575,3,3,6,1,4,11,7.87,4,Good,1013.95,33.17968112,375,No,33.36675674,216.8131837,375.7758096,Poor
89386,February,14,Entrepreneur,40976.22,3473.685,5,8,5,3,25,10,11.49,6,Standard,1332.82,39.70804456,207,NM,80050,333.9227321,224.3311285,Poor
89401,January,19,Manager,116897.68,9893.473333,0,4,12,1,27,11,5.35,3,Good,742.09,23.68900583,191,No,75.39938582,791.0295672,402.9183804,Poor
89402,February,19,Manager,116897.68,9893.473333,0,4,12,1,27,11,5.35,3,Good,742.09,29.75462273,192,No,75.39938582,739.6387619,444.3091856,Poor
89409,January,8279,_______,37443.13,3091.260833,2,4,7,0,13,0,7.33,2,Good,843.53,34.06222111,302,No,0,,490.5722747,Poor
89411,March,42,Accountant,37443.13,3091.260833,2,4,7,0,18,0,7.33,2,Good,843.53,39.8436502,304,No,0,78.90525251,490.2208308,Poor
89429,May,22,Entrepreneur,82410.12,6933.51,0,3,3,1,0,11,0.89,4,Good,587.66,39.531674,384,No,56.203542,160.1566699,726.9907881,Good
89431,July,22,Entrepreneur,82410.12,,0,3,3,1,0,14,0.89,1873,Good,587.66,38.164769,386,No,56.203542,410.6000522,506.5474058,Good
89435,March,27,Writer,120696.88,10331.07333,8,5,7,0,14,10,9.91,3,Good,489.04,39.29549142,274,NM,0,148.4766276,1134.630706,Good
89438,June,27,Writer,120696.88,,8,5,7,0,14,8,8.91,7,Good,489.04,35.9192336,277,No,0,121.4853652,1151.621968,Good
89440,August,28,Writer,120696.88,10331.07333,8,5,5364,0,14,,8.91,7,Good,489.04,44.25085566,279,No,0,364.4137341,918.6935993,Good
89456,August,30,Doctor,39189.92,3049.826667,4,7,5,1,23,9,10.81,2,Standard,1365.66,37.34521676,246,NM,24.00578501,33.84153491,497.1353467,Poor
89503,July,27,Writer,30619.73,2750.644167,5,3,19,-100,16,,9.88,4,Standard,1096.02,35.61113483,327,Yes,30.45301391,187.7886596,326.8227431,Poor
89504,August,27,Writer,30619.73,2750.644167,5,3,19,2,16,18,9.88,4,Standard,1096.02,39.62687483,328,Yes,30.45301391,74.38507273,450.22633,Poor
89505,January,23,Developer,19017.29,1741.774167,9,6,18,6,44,19,5.96,7,Bad,2088.76,32.75041663,217,Yes,71.66686597,231.0999902,161.4105605,Poor
89516,April,38,Accountant,79621.26,,8,7,12,3,5,11,8.31,8,Standard,1376.01,38.53710516,222,Yes,140.0485863,147.4117002,653.5502135,Poor
89517,May,38,Accountant,79621.26,6810.105,8,7,12,3,5,12,8.31,8,Standard,1376.01,33.56544044,223,Yes,49877,66.08832811,714.8735856,Poor
89519,July,38,Accountant,79621.26,6810.105,8,7,12,3,5,,8.31,8,Standard,1376.01,34.33806574,225,Yes,140.0485863,282.7211241,548.2407896,Poor
89520,August,39,Accountant,79621.26,6810.105,8,7,12,3,5,12,8.31,8,Standard,1376.01,34.20501176,226,Yes,140.0485863,353.9568407,447.005073,Poor
89522,February,31,Teacher,20914.47,1799.8725,8,5,16,2,11,13,7.98,4,Standard,1360.66,25.9130053,146,Yes,25.95824477,101.0401311,342.9888742,Poor
89524,April,31,Teacher,20914.47,,8,5,16,2,11,12,12.98,4,Standard,1360.66,24.63031664,148,Yes,25.95824477,,383.1185717,Poor
89525,May,31,Teacher,20914.47,1799.8725,8,5,16,2,11,13,7.98,4,Standard,1360.66,22.63511217,149,Yes,55771,,286.5782295,Poor
89526,June,31,Teacher,20914.47,1799.8725,8,5,16,2,11,13,7.98,4,Standard,1360.66,31.54571343,150,Yes,25.95824477,36.79579004,377.2332152,Poor
89529,January,31,Musician,39916.18,3257.348333,8,5,19,9,31,22,17.13,7,Bad,3988.4,32.52146623,111,NM,163.2808288,270.1483799,182.3056246,Poor
89530,February,31,Musician,39916.18,3257.348333,8,5,19,9,27,22,17.13,7,Bad,3988.4,38.79295815,112,Yes,163.2808288,257.3080633,195.1459413,Poor
89537,January,31,Entrepreneur,15528.29,1340.024167,7,8,21,7,19,16,14.69,2131,Bad,3025.44,24.45505646,85,NM,66.4261628,86.75729509,270.8189588,Poor
89540,April,31,Entrepreneur,15528.29,,7,8,21,7,22,16,15.69,10,Bad,3025.44,29.04987932,88,Yes,66.4261628,,273.1947988,Poor
89542,June,32,Entrepreneur,15528.29,1340.024167,803,8,21,7,19,16,8.69,10,Bad,3025.44,34.18136623,90,Yes,23174,,263.0219492,Poor
89543,July,32,Entrepreneur,15528.29,1340.024167,7,8,21,7,19,16,8.69,10,Bad,3025.44,36.35860317,91,Yes,66.4261628,47.26395113,280.3123027,Poor
89550,June,34,Media_Manager,19807.545,1942.62875,0,3,10,3,6,8,8.94,1,Good,1286.59,28.12846359,264,No,38.29618289,215.0965748,230.8701173,Good
89553,January,42,Mechanic,59426.92,4735.243333,6,5,24,9,29,19,18.06,11,Bad,4489.87,27.09212788,115,Yes,271.7179793,50.16843188,391.6379222,Poor
89554,February,42,Mechanic,59426.92,4735.243333,6,5,24,9,33,21,22.06,11,Bad,4489.87,36.94921965,116,Yes,271.7179793,181.5069056,270.2994484,Poor
89561,January,33,Scientist,19223.95,1761.995833,10,8,23,4,49,27,14.1,10,Bad,1526.8,38.11171083,214,NM,47.63077264,66.61551711,351.9532936,Poor
89562,February,33,Scientist,19223.95,,10,8,23,4,46,24,14.1,10,Bad,1526.8,35.98946031,215,Yes,47.63077264,34.80625625,343.7625544,Poor
89565,May,33,Scientist,19223.95,1761.995833,10,8,23,4,46,,16.1,15,Bad,1526.8,25.22395403,218,Yes,47.63077264,169.723466,248.8453447,Poor
89567,July,33,Scientist,19223.95,1761.995833,10,8,23,4,49,27,14.1,15,Bad,1526.8,33.66963808,220,Yes,47.63077264,86.92017953,301.6486312,Poor
89568,August,33,Scientist,19223.95,1761.995833,10,8,23,4,46,,14.1,15,Bad,1526.8,22.96884598,221,Yes,47.63077264,175.613621,242.9551897,Poor
89582,June,38,Engineer,10156.33,755.3608333,6,8,20,8,24,18,23.76,14,Bad,4345.51,29.37795667,127,Yes,13035,43.96556764,262.2800205,Poor
89593,January,37,Teacher,113040.28,9174.023333,1,5,10,1,15,8,10.84,2,Good,10.77,36.77914087,201,No,70.99201655,271.1694164,825.2409004,Good
89595,March,37,Teacher,113040.28,9174.023333,1,5,10,1,15,8,13.84,2,Good,10.77,28.45118144,203,No,70.99201655,200.3714768,886.03884,Good
89597,May,37,Teacher,113040.28,9174.023333,1,5,10,1,20,8,15.84,2,Good,10.77,33.88973874,205,No,70.99201655,92.00997295,994.4003438,Good
89598,June,37,Teacher,113040.28,9174.023333,1,5,10,1,15,8,9.84,2,Good,10.77,34.39208118,206,No,70.99201655,176.4882017,909.922115,Good
89600,August,37,Teacher,113040.28,9174.023333,1,5,10,1,15,9,9.84,2,Good,10.77,35.35792595,208,NM,70.99201655,151.3671063,935.0432105,Good
89610,February,32,Scientist,166621.84,13719.15333,0,3,1,0,-2,10,5.53,1,Good,501.21,44.59849253,303,No,0,,1444.02918,Good
89612,April,33,Scientist,166621.84,13719.15333,0,3,1,0,1,,5.53,,Good,501.21,37.40926447,305,No,0,334.2404286,1287.674905,Good
89613,May,33,Scientist,166621.84,,0,3,1,0,-4,13,5.53,1,Good,501.21,38.19637702,306,No,0,529.5072285,1112.408105,Good
89633,January,30,_______,41442.4,3160.533333,3,1,5,4,6,6,9.54,3,Good,419.05,25.92549618,293,No,125.404285,71.79329026,378.8557581,Good
89634,February,30,Scientist,41442.4,3160.533333,3,1,5,4,6,6,9.54,3,Good,419.05,31.78670737,294,NM,125.404285,135.168355,315.4806933,Good
89636,April,30,Scientist,41442.4,3160.533333,3,1,5,4,6,,9.54,3,Good,419.05,37.53117312,296,No,125.404285,153.8904421,296.7586062,Good
89637,May,30,Scientist,41442.4,3160.533333,316,1,5,4,6,6,9.54,3,Good,419.05,30.70881611,297,NM,125.404285,,405.5203629,Good
